gene_id	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
MFD01231.bin.1.34.R1.cmag_contig_3_1011	MFD01231.bin.1.34.R1.cmag	contig_3	1011	1194554	1196683	1	A	mox:DAMO_2333	K03702	mox:DAMO_2333 (ko:K03702)  uvrB; UvrABC system protein B (Protein uvrB) (Excinuclease ABC subunit B)	True	0.622	808.0	5.538e-256								UvrB interaction domain [PF17757.5]; Ultra-violet resistance protein B [PF12344.12]; Type III restriction enzyme, res subunit [PF04851.19]; Helicase conserved C-terminal domain [PF00271.35]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1012	MFD01231.bin.1.34.R1.cmag	contig_3	1012	1196771	1197571	1	C	lal:AT746_16640		lal:AT746_16640 ()  hypothetical protein	False	0.494	235.0	5.305e-66								Transcriptional regulator, AbiEi antitoxin, Type IV TA system [PF11459.12]; Transcriptional regulator, AbiEi antitoxin N-terminal domain [PF17194.8]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1013	MFD01231.bin.1.34.R1.cmag	contig_3	1013	1197568	1198482	1	C	shz:shn_08115		shz:shn_08115 ()  hypothetical protein	False	0.522	293.0	1.197e-85								Nucleotidyl transferase AbiEii toxin, Type IV TA system [PF08843.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1014	MFD01231.bin.1.34.R1.cmag	contig_3	1014	1198598	1200280	1	C	mpi:Mpet_1589		mpi:Mpet_1589 ()  YD repeat protein	False	0.35	245.0	2.626e-65	MER1379332	A39	MER1379332 -  (Methanolacinia petrolearia) [A39.UNW]#A39#{peptidase unit: 189-1185}~source WP_013329523~	False	0.35	245.0	3.885e-67	RHS Repeat [PF05593.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1015	MFD01231.bin.1.34.R1.cmag	contig_3	1015	1200265	1200702	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1016	MFD01231.bin.1.34.R1.cmag	contig_3	1016	1200699	1200800	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1017	MFD01231.bin.1.34.R1.cmag	contig_3	1017	1200873	1201841	1	C	ocw:OW730_05080		ocw:OW730_05080 ()  S8 family serine peptidase	False	0.339	132.0	5.077000000000001e-30	MER1377838	A39	MER1377838 -  (Methanophagales archaeon) [A39.UPW]#A39#{peptidase unit: 351-1243}~source PXF51405~	False	0.386	110.0	1.405e-24						0
MFD01231.bin.1.34.R1.cmag_contig_3_1018	MFD01231.bin.1.34.R1.cmag	contig_3	1018	1202636	1203646	1	C	cpor:BED41_07405		cpor:BED41_07405 ()  hypothetical protein	False	0.23	78.0	3.504e-12													0
MFD01231.bin.1.34.R1.cmag_contig_3_1019	MFD01231.bin.1.34.R1.cmag	contig_3	1019	1203708	1205780	-1	C	pmuc:ING2E5A_2617		pmuc:ING2E5A_2617 ()  hepC1; Heparin-sulfate lyase	False	0.22	134.0	2.308e-28								Heparinase II/III N-terminus [PF16889.9]; Heparinase II/III-like protein [PF07940.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1020	MFD01231.bin.1.34.R1.cmag	contig_3	1020	1205811	1206365	-1	C	cli:Clim_1597		cli:Clim_1597 ()  hemerythrin HHE cation binding region	False	0.517	165.0	1.961e-43								Hemerythrin HHE cation binding domain [PF01814.27]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1021	MFD01231.bin.1.34.R1.cmag	contig_3	1021	1206362	1206838	-1	C	thq:T2812B_00570		thq:T2812B_00570 ()  cytoplasmic protein	False	0.383	104.0	1.028e-22								Hemerythrin HHE cation binding domain [PF01814.27]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1022	MFD01231.bin.1.34.R1.cmag	contig_3	1022	1206936	1208387	1	A	hor:Hore_16210	K03703	hor:Hore_16210 (ko:K03703)  excinuclease ABC, C subunit	True	0.377	379.0	3.994e-112								UvrC RNAse H endonuclease domain [PF08459.15]; GIY-YIG catalytic domain [PF01541.28]; Helix-hairpin-helix motif [PF12826.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1023	MFD01231.bin.1.34.R1.cmag	contig_3	1023	1208384	1210981	1	C	sdyn:Mal52_55500		sdyn:Mal52_55500 ()  hypothetical protein	False	0.23	115.0	2.045e-22								Tetratricopeptide repeat [PF13371.10]; Tetratricopeptide repeat [PF13429.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1024	MFD01231.bin.1.34.R1.cmag	contig_3	1024	1210978	1212984	1	C	nwt:NSPWAT_2255		nwt:NSPWAT_2255 ()  conserved membrane protein of unknown function	False	0.223	149.0	4.2500000000000004e-33													0
MFD01231.bin.1.34.R1.cmag_contig_3_1025	MFD01231.bin.1.34.R1.cmag	contig_3	1025	1212935	1213603	1	D															Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.11]; Tetratricopeptide repeat [PF13432.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1026	MFD01231.bin.1.34.R1.cmag	contig_3	1026	1213660	1214658	1	C	vbl:L21SP4_00424	K01599	vbl:L21SP4_00424 (ko:K01599)  hypothetical protein	False	0.506	316.0	6.36e-93								Uroporphyrinogen decarboxylase (URO-D) [PF01208.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1027	MFD01231.bin.1.34.R1.cmag	contig_3	1027	1214668	1215501	1	C	dzo:SR858_04130		dzo:SR858_04130 ()  YjbH domain-containing protein	False	0.298	92.0	3.968e-17								PAP2 superfamily [PF01569.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1028	MFD01231.bin.1.34.R1.cmag	contig_3	1028	1215596	1217032	1	A	tav:G4V39_06680	K03797	tav:G4V39_06680 (ko:K03797)  S41 family peptidase	True	0.481	366.0	7.277e-108	MER0281060	S41A	MER0281060 - subfamily S41A unassigned peptidases (Methylovorus glucosotrophus) [S41.UPA]#S41A#{peptidase unit: 40-377}~source YP_003050214~	False	0.494	310.0	2.473e-90	Peptidase family S41 [PF03572.22]; PDZ domain [PF13180.10]; PDZ domain [PF17820.5]; PDZ domain [PF00595.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1029	MFD01231.bin.1.34.R1.cmag	contig_3	1029	1217061	1218047	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1030	MFD01231.bin.1.34.R1.cmag	contig_3	1030	1218064	1218648	1	C	gex:GETHOR_24240	K03978	gex:GETHOR_24240 (ko:K03978)  engB; putative GTP-binding protein EngB	False	0.556	207.0	9.579000000000001e-58								Ferrous iron transport protein B [PF02421.22]; 50S ribosome-binding GTPase [PF01926.27]; RsgA GTPase [PF03193.20]; MnmE helical domain [PF12631.11]; AIG1 family [PF04548.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1031	MFD01231.bin.1.34.R1.cmag	contig_3	1031	1218875	1219165	1	C	mff:MFFC18_19040	K07497	mff:MFFC18_19040 (ko:K07497)  Transposase	False	0.545	95.0	1.088e-20								Transposase [PF01527.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1032	MFD01231.bin.1.34.R1.cmag	contig_3	1032	1219582	1220019	1	C	psef:PSDVSF_20350		psef:PSDVSF_20350 ()  hypothetical protein	False	0.762	210.0	8.572e-60								Integrase core domain [PF13683.10]; Integrase core domain [PF00665.30]; Integrase core domain [PF13333.10]; Bacteriophage Mu transposase [PF02914.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1033	MFD01231.bin.1.34.R1.cmag	contig_3	1033	1220064	1220456	1	C	anf:AQPE_0170		anf:AQPE_0170 ()  PBS lyase HEAT-like repeat domain protein	False	0.375	80.0	7.517e-15													0
MFD01231.bin.1.34.R1.cmag_contig_3_1034	MFD01231.bin.1.34.R1.cmag	contig_3	1034	1220551	1221732	1	C	lfs:HFV01_08365	K12132	lfs:HFV01_08365 (ko:K12132)  PQQ-binding-like beta-propeller repeat protein	False	0.429	257.0	1.136e-71	MER1153492	S01D	MER1153492 - subfamily S1D non-peptidase homologues (Methanosarcina acetivorans) [S01.UND]#S01D#{peptidase unit: 194-433}~source Q8TPZ1~	False	0.313	119.0	7.593999999999999e-27	PQQ-like domain [PF13360.10]; PQQ-like domain [PF13570.10]; PQQ enzyme repeat [PF01011.25]					1
MFD01231.bin.1.34.R1.cmag_contig_3_1035	MFD01231.bin.1.34.R1.cmag	contig_3	1035	1221767	1222777	-1	C	cpas:Clopa_4712	K13020	cpas:Clopa_4712 (ko:K13020)  putative dehydrogenase	False	0.458	280.0	2.528e-80								Oxidoreductase family, C-terminal alpha/beta domain [PF02894.21]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.26]; Oxidoreductase family, C-terminal alpha/beta domain [PF19051.4]	GH109	GH109 alpha-N-acetylgalactosaminidase (EC 3.2.1.49); beta-N-acetylhexosaminidase (EC 3.2.1.52)	3.2.1.49,3.2.1.52	GH109.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_1036	MFD01231.bin.1.34.R1.cmag	contig_3	1036	1222804	1223631	-1	C	plyc:GXP70_09785		plyc:GXP70_09785 ()  sugar phosphate isomerase/epimerase	False	0.382	180.0	6.082e-47								Xylose isomerase-like TIM barrel [PF01261.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1037	MFD01231.bin.1.34.R1.cmag	contig_3	1037	1223800	1224891	1	C	kak:Kalk_08500	K09798	kak:Kalk_08500 (ko:K09798)  hypothetical protein	False	0.467	187.0	3.121e-48								Divergent polysaccharide deacetylase [PF04748.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1038	MFD01231.bin.1.34.R1.cmag	contig_3	1038	1224952	1225959	1	A	chyl:CE91St63_05880	K25706	chyl:CE91St63_05880 (ko:K25706)  tsaD; tRNA N6-adenosine threonylcarbamoyltransferase	True	0.579	371.0	7.872e-112								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.29]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1039	MFD01231.bin.1.34.R1.cmag	contig_3	1039	1225981	1226634	1	C	lpil:LIP_1749	K07507	lpil:LIP_1749 (ko:K07507)  magnesium transporter MgtC	False	0.401	151.0	8.115e-38								MgtC family [PF02308.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1040	MFD01231.bin.1.34.R1.cmag	contig_3	1040	1226746	1229511	1	C	jet:L3J17_15745		jet:L3J17_15745 ()  GAF domain-containing protein	False	0.301	243.0	6.415e-62								HD domain [PF13487.10]; GAF domain [PF01590.30]; GAF domain [PF13492.10]; HD domain [PF01966.26]; GAF domain [PF13185.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1041	MFD01231.bin.1.34.R1.cmag	contig_3	1041	1229646	1230302	1	C	fpes:NXS98_11950		fpes:NXS98_11950 ()  hypothetical protein	False	0.372	116.0	7.397000000000001e-26													0
MFD01231.bin.1.34.R1.cmag_contig_3_1042	MFD01231.bin.1.34.R1.cmag	contig_3	1042	1230299	1231120	1	C	gwc:GWCH70_1449	K22278	gwc:GWCH70_1449 (ko:K22278)  polysaccharide deacetylase family sporulation protein PdaB	False	0.498	175.0	2.4e-45								Polysaccharide deacetylase [PF01522.25]	CE4	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).	2.4.1.-,3.1.1.6,3.1.1.72,3.1.1.-,3.2.1.8,3.2.1.-,3.5.1.104,3.5.1.41,3.5.1.-	CE4.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_1043	MFD01231.bin.1.34.R1.cmag	contig_3	1043	1231134	1232102	1	C	hbs:IPV69_24825	K00097	hbs:IPV69_24825 (ko:K00097)  pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase PdxA	False	0.406	239.0	2.039e-66								Pyridoxal phosphate biosynthetic protein PdxA [PF04166.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1044	MFD01231.bin.1.34.R1.cmag	contig_3	1044	1232083	1233210	1	A	jet:L3J17_12630	K00259	jet:L3J17_12630 (ko:K00259)  ald; alanine dehydrogenase	True	0.654	474.0	7.333e-147								Alanine dehydrogenase/PNT, C-terminal domain [PF01262.25]; Alanine dehydrogenase/PNT, N-terminal domain [PF05222.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1045	MFD01231.bin.1.34.R1.cmag	contig_3	1045	1233305	1235800	1	A	atm:ANT_17560	K05349	atm:ANT_17560 (ko:K05349)  beta-glucosidase	True	0.532	817.0	4.355e-257								Glycosyl hydrolase family 3 N terminal domain [PF00933.25]; Glycosyl hydrolase family 3 C-terminal domain [PF01915.26]; Fibronectin type III-like domain [PF14310.10]; PA14 domain [PF07691.16]	GH3	GH3 beta-glucosidase (EC 3.2.1.21); xylan 1,4-beta-xylosidase (EC 3.2.1.37); beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylhexosaminidase (EC 3.2.1.52); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucan 1,4-beta-glucosidase (EC 3.2.1.74); isoprimeverose-producing oligoxyloglucan hydrolase (EC 3.2.1.120); coniferin beta-glucosidase (EC 3.2.1.126); exo-1,3-1,4-glucanase (EC 3.2.1.-); beta-N-acetylglucosaminide phosphorylases (EC 2.4.1.-); beta-1,2-glucosidase (EC 3.2.1.-); beta-1,3-glucosidase (EC 3.2.1.-); xyloglucan-specific exo-beta-1,4-glucanase / exo-xyloglucanase (EC 3.2.1.155); stevioside-beta-1,2-glucosidase (EC 3.2.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); protodioscin 26-O-beta-D-glucosidase (EC 3.2.1.186); beta-glucuronidase (EC 3.2.1.31); avenacinase (EC 3.2.1.-); tomatinase beta-1,2-glucosidase (EC 3.2.1.-)	3.2.1.120,3.2.1.126,3.2.1.132,3.2.1.151,3.2.1.21,3.2.1.23,3.2.1.31,3.2.1.37,3.2.1.45,3.2.1.52,3.2.1.58,3.2.1.6,3.2.1.73,3.2.1.74,3.2.1.8,3.2.1.-,2.4.1.-,3.2.1.38,3.2.1.55	GH3.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_1046	MFD01231.bin.1.34.R1.cmag	contig_3	1046	1235840	1236880	1	C	cki:Calkr_0814	K02669	cki:Calkr_0814 (ko:K02669)  twitching motility protein	False	0.525	314.0	7.353e-92								Type II/IV secretion system protein [PF00437.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1047	MFD01231.bin.1.34.R1.cmag	contig_3	1047	1236880	1237959	1	A	scu:SCE1572_32660	K02669	scu:SCE1572_32660 (ko:K02669)  twitching motility protein PilT	True	0.538	358.0	6.802999999999999e-107								Type II/IV secretion system protein [PF00437.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1048	MFD01231.bin.1.34.R1.cmag	contig_3	1048	1237970	1238479	1	C	drt:Dret_0159	K22441	drt:Dret_0159 (ko:K22441)  GCN5-related N-acetyltransferase	False	0.46	136.0	1.376e-33								Acetyltransferase (GNAT) family [PF00583.29]; Acetyltransferase (GNAT) domain [PF13673.11]; Acetyltransferase (GNAT) domain [PF13508.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1049	MFD01231.bin.1.34.R1.cmag	contig_3	1049	1238472	1238900	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1050	MFD01231.bin.1.34.R1.cmag	contig_3	1050	1239140	1240009	1	A	dtp:JZK55_05560	K00765	dtp:JZK55_05560 (ko:K00765)  hisG; ATP phosphoribosyltransferase	True	0.681	393.0	2.391e-120								ATP phosphoribosyltransferase [PF01634.22]; HisG, C-terminal domain [PF08029.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1051	MFD01231.bin.1.34.R1.cmag	contig_3	1051	1240059	1240925	1	C	cad:Curi_c01270	K02528	cad:Curi_c01270 (ko:K02528)  ksgA; dimethyladenosine transferase KsgA	False	0.527	276.0	8.524e-80								Ribosomal RNA adenine dimethylase [PF00398.24]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1052	MFD01231.bin.1.34.R1.cmag	contig_3	1052	1241180	1244131	1	C	bcx:BCA_3759		bcx:BCA_3759 ()  conserved repeat domain protein	False	0.246	84.0	7.751e-13								Domain of unknown function DUF11 [PF01345.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1053	MFD01231.bin.1.34.R1.cmag	contig_3	1053	1244143	1245192	1	C	ial:IALB_1643		ial:IALB_1643 ()  Hypothetical protein	False	0.276	126.0	9.484e-28								Type IX secretion system protein PorV [PF19572.3]; Uncharacterised protein family (UPF0164) [PF03687.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1054	MFD01231.bin.1.34.R1.cmag	contig_3	1054	1245201	1245614	1	C	ocw:OW730_12925	K07447	ocw:OW730_12925 (ko:K07447)  ruvX; Holliday junction resolvase RuvX	False	0.563	149.0	1.065e-38								Holliday junction resolvase [PF03652.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1055	MFD01231.bin.1.34.R1.cmag	contig_3	1055	1245611	1246660	1	C	tpz:Tph_c16880	K07082	tpz:Tph_c16880 (ko:K07082)  aminodeoxychorismate lyase	False	0.42	246.0	1.461e-68								YceG-like family [PF02618.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1056	MFD01231.bin.1.34.R1.cmag	contig_3	1056	1246750	1249200	1	A	lpro:PQO03_15625		lpro:PQO03_15625 ()  extracellular solute-binding protein	True	0.438	596.0	3.278e-181								Bacterial extracellular solute-binding protein [PF01547.29]; Binding-protein-dependent transport system inner membrane component [PF00528.26]; Bacterial extracellular solute-binding protein [PF13416.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1057	MFD01231.bin.1.34.R1.cmag	contig_3	1057	1249203	1251080	1	A	rufi:K0V07_16140		rufi:K0V07_16140 ()  carbohydrate ABC transporter permease	True	0.403	421.0	4.053e-124								Binding-protein-dependent transport system inner membrane component [PF00528.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1058	MFD01231.bin.1.34.R1.cmag	contig_3	1058	1251116	1251769	1	C	spoa:EQM13_03160	K00616	spoa:EQM13_03160 (ko:K00616)  fsa; fructose-6-phosphate aldolase	False	0.69	289.0	1.252e-85								Transaldolase/Fructose-6-phosphate aldolase [PF00923.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1059	MFD01231.bin.1.34.R1.cmag	contig_3	1059	1251766	1253160	1	A	dtp:JZK55_15380	K00382	dtp:JZK55_15380 (ko:K00382)  dihydrolipoyl dehydrogenase	True	0.505	429.0	1.05e-129								Pyridine nucleotide-disulphide oxidoreductase [PF07992.18]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.26]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.31]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1060	MFD01231.bin.1.34.R1.cmag	contig_3	1060	1253178	1254110	1	C	tte:TTE1473	K00645	tte:TTE1473 (ko:K00645)  FabD; (acyl-carrier-protein) S-malonyltransferase	False	0.347	171.0	1.404e-43								Acyl transferase domain [PF00698.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1061	MFD01231.bin.1.34.R1.cmag	contig_3	1061	1254253	1254774	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1062	MFD01231.bin.1.34.R1.cmag	contig_3	1062	1254908	1256032	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_1063	MFD01231.bin.1.34.R1.cmag	contig_3	1063	1256228	1256557	1	C	kme:H0A61_01858	K03671	kme:H0A61_01858 (ko:K03671)  trxA_2; Thioredoxin	False	0.645	131.0	4.482e-33								Thioredoxin [PF00085.24]; Hydrogenase-1 expression protein HyaE [PF07449.15]; F plasmid transfer operon protein [PF13728.10]; Thioredoxin-like domain [PF13098.10]; Redoxin [PF08534.14]; Thioredoxin-like [PF13905.10]; Thioredoxin-like [PF13899.10]; Phosducin [PF02114.20]; Thioredoxin [PF14595.10]; OST3 / OST6 family, transporter family [PF04756.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1064	MFD01231.bin.1.34.R1.cmag	contig_3	1064	1256559	1257548	1	C	hor:Hore_16050	K25026	hor:Hore_16050 (ko:K25026)  glucokinase	False	0.509	301.0	6.210999999999999e-88								ROK family [PF00480.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1065	MFD01231.bin.1.34.R1.cmag	contig_3	1065	1257592	1258650	1	C	dmt:DESME_06575	K06131	dmt:DESME_06575 (ko:K06131)  phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	False	0.259	111.0	1.2939999999999998e-22								PLD-like domain [PF13091.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1066	MFD01231.bin.1.34.R1.cmag	contig_3	1066	1258704	1260845	1	C	hayc:NGM10_16700		hayc:NGM10_16700 ()  PQQ-binding-like beta-propeller repeat protein	False	0.339	194.0	3.561e-47								PQQ-like domain [PF13360.10]; PQQ-like domain [PF13570.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1067	MFD01231.bin.1.34.R1.cmag	contig_3	1067	1261122	1262489	1	C	rher:EHE19_003640	K00013	rher:EHE19_003640 (ko:K00013)  hisD; histidinol dehydrogenase	False	0.452	322.0	6.501e-93								Histidinol dehydrogenase [PF00815.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1068	MFD01231.bin.1.34.R1.cmag	contig_3	1068	1262506	1263537	1	C	cthm:CFE_0187	K00817	cthm:CFE_0187 (ko:K00817)  histidinol-phosphate aminotransferase	False	0.461	278.0	1.588e-79								Aminotransferase class I and II [PF00155.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1069	MFD01231.bin.1.34.R1.cmag	contig_3	1069	1263635	1264234	1	C	goh:B932_1889	K01693	goh:B932_1889 (ko:K01693)  HisB	False	0.559	211.0	3.718e-59								Imidazoleglycerol-phosphate dehydratase [PF00475.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1070	MFD01231.bin.1.34.R1.cmag	contig_3	1070	1264266	1264934	1	C	tam:Theam_1012	K02501	tam:Theam_1012 (ko:K02501)  imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	False	0.576	227.0	3.376e-64	MER0234941	C26	MER0234941 - imidazole glycerol phosphate synthase subunit HisH (Thermovibrio ammonificans) [C26.965]#C26#{peptidase unit: 1-205}~source YP_004151620~	False	0.576	227.0	4.993999999999999e-66	Glutamine amidotransferase class-I [PF00117.32]; SNO glutamine amidotransferase family [PF01174.23]; Peptidase C26 [PF07722.17]; CobB/CobQ-like glutamine amidotransferase domain [PF07685.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1071	MFD01231.bin.1.34.R1.cmag	contig_3	1071	1264959	1265720	1	C	dae:Dtox_0756	K01814	dae:Dtox_0756 (ko:K01814)  phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	False	0.538	248.0	7.156e-71								Histidine biosynthesis protein [PF00977.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1072	MFD01231.bin.1.34.R1.cmag	contig_3	1072	1265727	1266500	1	C	nall:PP769_07500	K02500	nall:PP769_07500 (ko:K02500)  hisF; imidazole glycerol phosphate synthase subunit HisF	False	0.674	345.0	2.034e-104								Histidine biosynthesis protein [PF00977.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1073	MFD01231.bin.1.34.R1.cmag	contig_3	1073	1266519	1266929	1	C	hbs:IPV69_11340	K01496	hbs:IPV69_11340 (ko:K01496)  hisI; phosphoribosyl-AMP cyclohydrolase	False	0.62	156.0	2.528e-41								Phosphoribosyl-AMP cyclohydrolase [PF01502.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1074	MFD01231.bin.1.34.R1.cmag	contig_3	1074	1266926	1268407	1	A	nli:G3M70_15425	K01657	nli:G3M70_15425 (ko:K01657)  trpE; anthranilate synthase component I	True	0.569	538.0	8.623e-167	MER0236171	C26	MER0236171 - aminodeoxychorismate synthase, subunit II (Thermus scotoductus) [C26.955]#C26#{peptidase unit: 322-616}~source YP_004202569~	False	0.423	72.0	1.123e-11	chorismate binding enzyme [PF00425.22]; Anthranilate synthase component I, N terminal region [PF04715.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1075	MFD01231.bin.1.34.R1.cmag	contig_3	1075	1268426	1271356	1	C	agv:OJF2_72140		agv:OJF2_72140 ()  hypothetical protein	False	0.247	312.0	1.0999999999999999e-83								Glycoside hydrolase 123, N-terminal domain [PF19543.3]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1076	MFD01231.bin.1.34.R1.cmag	contig_3	1076	1271396	1272748	1	C	thug:KNN16_08645		thug:KNN16_08645 ()  HEAT repeat domain-containing protein	False	0.293	112.0	1.7609999999999998e-22								HEAT repeats [PF13646.10]; Adaptin N terminal region [PF01602.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_1077	MFD01231.bin.1.34.R1.cmag	contig_3	1077	1272745	1273314	1	C	btro:FJR70_22025	K25575	btro:FJR70_22025 (ko:K25575)  pabA; aminodeoxychorismate/anthranilate synthase component II	False	0.761	288.0	4.817e-86	MER0498464	C26	MER0498464 - family C26 unassigned peptidases (Bacillus toyonensis) [C26.UPW]#C26#{peptidase unit: 2-181}~source YP_008783417~	False	0.74	272.0	4.029e-82	Glutamine amidotransferase class-I [PF00117.32]; Peptidase C26 [PF07722.17]					0
