bin	phylum	class	order	family	genus	species	novelty
MFD09964.bin.1.69	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	g_novel_bac_1014	s_novel_3157_1	Genus
MFD09779.bin.2.9	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	UBA1847 sp029881055	Known
MFD02832.bin.2.39	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	Woeseia	s_novel_3159_0	Species
MFD09567.bin.c.1	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JAJZKE01	s_novel_316_1	Species
MFD03551.bin.2.18	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3160_0	Species
MFD03804.bin.2.187	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3161_0	Species
MFD09964.bin.1.76	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3162_0	Species
MFD03551.bin.3.50	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3163_0	Species
MFD03551.bin.2.76	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3164_0	Species
MFD09964.bin.1.340	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3165_0	Species
MFD03551.bin.3.68	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3166_0	Species
MFD02832.bin.2.77	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3167_0	Species
MFD03551.bin.2.60	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3168_0	Species
MFD03551.bin.1.75	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3169_0	Species
MFD09567.bin.2.17	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	JAJZKE01	s_novel_317_0	Species
MFD03551.bin.2.73	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3170_0	Species
MFD03551.bin.1.18	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3171_0	Species
MFD09964.bin.1.272	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1847	s_novel_3172_0	Species
MFD09779.bin.2.180	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAACFE01	s_novel_3173_0	Species
MFD09779.bin.3.106	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAACFE01	s_novel_3174_0	Species
MFD06229.bin.1.185	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1844	s_novel_3175_1	Species
MFD02360.bin.1.39	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1844	s_novel_3175_2	Species
MFD02840.bin.1.268	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1844	s_novel_3176_0	Species
MFD05684.bin.2.191	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAACFB01	s_novel_3177_0	Species
MFD00032.bin.2.52	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	UBA6136	UBA6136 sp028678445	Known
MFD02416.bin.c.20	Patescibacteria	Gracilibacteria	UBA1369	UBA1369	PALSA-1335	s_novel_3179_0	Species
MFD04780.bin.2.123	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	g_novel_bac_1812	s_novel_318_1	Genus
MFD00905.bin.3.287	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	s_novel_3180_0	Species
MFD01476.bin.2.76	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylumidiphilus	s_novel_3181_0	Species
MFD02832.bin.1.88	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rubrivivax	s_novel_3182_0	Species
MFD02832.bin.3.132	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella	s_novel_3183_0	Species
MFD09964.bin.2.155	Desulfobacterota	DSM-4660	Desulfatiglandales	Desulfatiglandaceae	g_novel_bac_694	s_novel_3184_0	Genus
MFD05684.bin.1.22	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	JAGVGT01	s_novel_3185_0	Species
MFD09779.bin.2.257	Desulfobacterota_C	Deferrisomatia	Deferrisomatales	JACRMM01	g_novel_bac_738	s_novel_3186_0	Genus
MFD01721.bin.1.315	Pseudomonadota	Gammaproteobacteria	UBA6429	f_novel_bac_1041	g_novel_bac_1041	s_novel_3187_0	Family
MFD02923.bin.1.44	Pseudomonadota	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	g_novel_bac_976	s_novel_3188_0	Genus
MFD09779.bin.3.68	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	UBA6901	UBA6901	s_novel_3189_0	Species
MFD01721.bin.2.197	Patescibacteria	Saccharimonadia	Saccharimonadales	SZUA-359	SZUA-359	s_novel_319_0	Species
MFD01721.bin.2.143	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Modicisalibacter	s_novel_3190_0	Species
MFD04651.bin.2.119	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	CV81	s_novel_3191_0	Species
MFD03899.bin.1.187	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3192_1	Species
MFD09779.bin.2.128	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3192_2	Species
MFD09779.bin.2.165	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3193_0	Species
MFD09779.bin.1.51	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3194_1	Species
MFD09779.bin.2.259	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3195_0	Species
MFD03804.bin.1.251	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3196_0	Species
MFD09964.bin.2.189	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3197_0	Species
MFD03804.bin.1.213	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3198_0	Species
MFD03804.bin.2.195	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3199_0	Species
MFD03323.bin.2.33	Dependentiae	Babeliae	Babeliales	JANWKD01	g_novel_bac_1764	s_novel_32_0	Genus
MFD03726.bin.1.10	Chloroflexota	Dehalococcoidia	SZUA-161	SZUA-161	g_novel_bac_78	s_novel_320_1	Genus
MFD04408.bin.3.77	Chloroflexota	Dehalococcoidia	SZUA-161	SZUA-161	JACWAE01	s_novel_320_2	Species
MFD03804.bin.1.262	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3200_0	Species
MFD03899.bin.2.89	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3201_1	Species
MFD09848.bin.2.30	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3201_2	Species
MFD00905.bin.2.34	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3202_1	Species
MFD02979.bin.2.89	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3202_2	Species
MFD02979.bin.1.123	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	s_novel_3203_0	Species
MFD00905.bin.3.260	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	UBA5518	UBA5518	s_novel_3204_1	Species
MFD04716.bin.3.284	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	UBA5518	UBA5518	UBA5518 sp018057015	Known
MFD04716.bin.2.267	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	UBA5518	UBA5518	UBA5518 sp002396625	Known
MFD09779.bin.1.73	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	JAHEGP01	g_novel_bac_1080	s_novel_3206_0	Genus
MFD03804.bin.1.8	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	JAHEGP01	JAHEGP01	s_novel_3207_1	Species
MFD03804.bin.2.27	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	JAHEGP01	JAHEGP01	s_novel_3207_2	Species
MFD03804.bin.1.232	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	JAHEGP01	JAHEGP01	s_novel_3208_0	Species
MFD09779.bin.1.234	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	JAHEGP01	JAHEGP01	s_novel_3209_0	Species
MFD04408.bin.2.112	Chloroflexota	Dehalococcoidia	SZUA-161	SZUA-161	VGNW01	s_novel_321_0	Species
MFD05684.bin.1.110	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	s_novel_3210_0	Species
MFD05684.bin.1.219	Pseudomonadota	Gammaproteobacteria	DSM-19610	DSM-19610	Thiogranum	s_novel_3211_1	Species
MFD05684.bin.1.49	Pseudomonadota	Gammaproteobacteria	DSM-19610	DSM-19610	Thiogranum	Thiogranum sp022340245	Known
MFD09779.bin.2.82	Pseudomonadota	Gammaproteobacteria	DSM-19610	DSM-19610	Thiogranum	s_novel_3213_0	Species
MFD03551.bin.1.74	Pseudomonadota	Gammaproteobacteria	DSM-19610	DSM-19610	Thiogranum	s_novel_3214_0	Species
MFD03551.bin.2.92	Pseudomonadota	Gammaproteobacteria	DSM-19610	DSM-19610	Thiogranum	s_novel_3215_0	Species
MFD03551.bin.3.136	Pseudomonadota	Gammaproteobacteria	DSM-19610	DSM-19610	Thiogranum	s_novel_3216_0	Species
MFD02923.bin.2.38	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	JAHKKL01	s_novel_3217_0	Species
MFD02923.bin.2.48	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	JAHKKL01	s_novel_3218_0	Species
MFD02199.bin.2.112	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	JAHKKL01	s_novel_3219_0	Species
MFD04580.bin.3.141	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_40	s_novel_322_0	Genus
MFD03804.bin.4.125	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3220_1	Species
MFD03804.bin.1.259	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3221_0	Species
MFD03551.bin.1.69	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	UBA9214 sp947258515	Known
MFD09779.bin.2.146	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3223_0	Species
MFD04944.bin.1.85	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3224_1	Species
MFD02832.bin.1.93	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3225_1	Species
MFD09779.bin.1.102	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3225_2	Species
MFD09779.bin.2.64	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3226_0	Species
MFD03551.bin.2.20	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3227_0	Species
MFD03551.bin.2.47	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3228_0	Species
MFD05684.bin.2.185	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3229_0	Species
MFD04580.bin.3.145	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_40	s_novel_323_0	Genus
MFD09964.bin.1.155	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3230_0	Species
MFD03551.bin.1.73	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	UBA9214 sp905480305	Known
MFD03551.bin.2.59	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214	UBA9214	s_novel_3232_0	Species
MFD03804.bin.1.37	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	JASJBU01	s_novel_3233_0	Species
MFD03804.bin.2.3	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	JASJBU01	s_novel_3234_0	Species
MFD09964.bin.3.18	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	JASJBU01	s_novel_3235_0	Species
MFD03804.bin.2.106	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	41T-STBD-0c-01a	s_novel_3236_0	Species
MFD03804.bin.2.2	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	41T-STBD-0c-01a	s_novel_3237_0	Species
MFD03804.bin.2.178	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	41T-STBD-0c-01a	s_novel_3238_1	Species
MFD03551.bin.3.65	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	41T-STBD-0c-01a	s_novel_3239_0	Species
MFD04580.bin.2.124	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_40	s_novel_324_0	Genus
MFD03551.bin.3.4	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	41T-STBD-0c-01a	s_novel_3240_0	Species
MFD03551.bin.2.131	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	g_novel_bac_984	s_novel_3241_0	Genus
MFD02416.bin.1.10	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	g_novel_bac_982	s_novel_3242_0	Genus
MFD02416.bin.1.273	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	g_novel_bac_982	s_novel_3243_0	Genus
MFD01275.bin.2.62	Pseudomonadota	Gammaproteobacteria	Nevskiales	Nevskiaceae	JACPFV01	s_novel_3244_0	Species
MFD01916.bin.1.28	Pseudomonadota	Gammaproteobacteria	Nevskiales	Nevskiaceae	g_novel_bac_1037	s_novel_3245_0	Genus
MFD02923.bin.1.150	Pseudomonadota	Gammaproteobacteria	CALZJG01	CALZJG01	g_novel_bac_1043	s_novel_3246_1	Genus
MFD02416.bin.1.36	Pseudomonadota	Gammaproteobacteria	CALZJG01	CALZJG01	g_novel_bac_1043	s_novel_3247_0	Genus
MFD03066.bin.1.24	Pseudomonadota	Gammaproteobacteria	CALZJG01	CALZJG01	CAKKSB01	s_novel_3248_0	Species
MFD01721.bin.1.106	Pseudomonadota	Gammaproteobacteria	JASBUN01	JASBUN01	g_novel_bac_1056	s_novel_3249_1	Genus
MFD01721.bin.1.74	Pseudomonadota	Gammaproteobacteria	JASBUN01	JASBUN01	g_novel_bac_1056	s_novel_3249_2	Genus
MFD09603.bin.2.21	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_40	s_novel_325_0	Genus
MFD05684.bin.1.125	Pseudomonadota	Gammaproteobacteria	JASBUN01	JASBUN01	g_novel_bac_1056	s_novel_3250_0	Genus
MFD00032.bin.2.60	Pseudomonadota	Gammaproteobacteria	JAHJQQ01	JAHJQQ01	JAHJQQ01	s_novel_3251_1	Species
MFD09730.bin.1.81	Pseudomonadota	Gammaproteobacteria	JAHJQQ01	JAHJQQ01	JAHJQQ01	s_novel_3251_2	Species
MFD02416.bin.1.7	Pseudomonadota	Gammaproteobacteria	o_novel_bac_1050	f_novel_bac_1050	g_novel_bac_1050	s_novel_3252_0	Order
MFD09730.bin.2.102	Pseudomonadota	Gammaproteobacteria	o_novel_bac_1050	f_novel_bac_1050	g_novel_bac_1050	s_novel_3253_0	Order
MFD09964.bin.2.260	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	s_novel_3254_1	Species
MFD03804.bin.3.291	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	s_novel_3255_1	Species
MFD09964.bin.2.154	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	s_novel_3255_2	Species
MFD09964.bin.2.108	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	s_novel_3256_0	Species
MFD04651.bin.1.173	Pseudomonadota	Alphaproteobacteria	Bin65	Bin65	g_novel_bac_850	s_novel_3257_0	Genus
MFD10097.bin.2.22	Pseudomonadota	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	s_novel_3258_0	Species
MFD00905.bin.2.43	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	s_novel_3259_0	Species
MFD04580.bin.2.113	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JAFATZ01	s_novel_326_0	Species
MFD05442.bin.2.126	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Chromatium	s_novel_3260_0	Species
MFD00905.bin.3.13	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	s_novel_3261_0	Species
MFD00709.bin.2.216	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	M0108	s_novel_3262_1	Species
MFD04716.bin.2.111	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	M0108	s_novel_3262_2	Species
MFD03804.bin.1.111	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	DYRB01	s_novel_3263_1	Species
MFD09964.bin.2.251	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	DYRB01	s_novel_3264_0	Species
MFD00905.bin.2.155	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiodictyon	s_novel_3265_0	Species
MFD00905.bin.3.183	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_995	s_novel_3266_0	Genus
MFD00032.bin.2.8	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_997	s_novel_3267_0	Genus
MFD04716.bin.1.223	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	DYRB01	s_novel_3268_0	Species
MFD03804.bin.2.10	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_989	s_novel_3269_1	Genus
MFD09964.bin.2.71	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_989	s_novel_3269_2	Genus
MFD01112.bin.2.11	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_43	s_novel_327_1	Genus
MFD01476.bin.2.21	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_43	s_novel_327_2	Genus
MFD03804.bin.1.42	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	JAHEIA01	s_novel_3270_0	Species
MFD09964.bin.3.223	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_997	s_novel_3271_1	Genus
MFD09779.bin.2.163	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_997	s_novel_3272_0	Genus
MFD09779.bin.2.196	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_997	s_novel_3273_0	Genus
MFD09779.bin.2.53	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_994	s_novel_3274_0	Genus
MFD03551.bin.2.23	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	g_novel_bac_990	s_novel_3275_0	Genus
MFD02809.bin.2.271	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Sulfurifustaceae	Sulfuricaulis	s_novel_3276_0	Species
MFD09730.bin.2.127	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Sulfurifustaceae	Sulfuricaulis	s_novel_3277_0	Species
MFD10097.bin.3.8	Pseudomonadota	Gammaproteobacteria	Burkholderiales	UBA9220	UBA2239	UBA2239 sp002347615	Known
MFD02923.bin.2.39	Pseudomonadota	Gammaproteobacteria	DSM-5130	Acidihalobacteraceae	Acidihalobacter_A	s_novel_3279_0	Species
MFD09603.bin.3.290	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_35	s_novel_328_0	Genus
MFD09964.bin.1.75	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	g_novel_bac_1026	s_novel_3280_0	Genus
MFD04492.bin.3.137	Planctomycetota	Phycisphaerae	FEN-1346	FEN-1346	FEN-1346	s_novel_3281_0	Species
MFD09964.bin.2.256	Pseudomonadota	Gammaproteobacteria	XN24	XN24	XN24	s_novel_3282_0	Species
MFD00032.bin.2.194	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	UBA2383	s_novel_3283_0	Species
MFD00905.bin.2.186	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	UBA2383	UBA2383 sp022709365	Known
MFD00032.bin.3.322	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	JARSSO01	s_novel_3285_0	Species
MFD00032.bin.3.53	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	JARSSO01	s_novel_3286_0	Species
MFD00032.bin.3.452	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	Competibacter_A	s_novel_3287_0	Species
MFD09964.bin.1.117	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	Competibacter	s_novel_3288_0	Species
MFD00032.bin.2.219	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	g_novel_bac_1049	s_novel_3289_0	Genus
MFD00008.bin.1.123	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Dictyobacter	s_novel_329_1	Species
MFD00032.bin.1.267	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	CAIMUS01	s_novel_3290_0	Species
MFD00032.bin.3.205	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	CAIMUS01	s_novel_3291_0	Species
MFD09495.bin.2.17	Planctomycetota	Planctomycetia	Pirellulales	PALSA-1355	g_novel_bac_1514	s_novel_3292_0	Genus
MFD00709.bin.2.155	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	SHZI01	s_novel_3293_0	Species
MFD04716.bin.1.291	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	SHZI01	s_novel_3294_0	Species
MFD09964.bin.2.230	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	QUBU01	s_novel_3295_0	Species
MFD10007.bin.c.3	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	QUBU01	s_novel_3296_0	Species
MFD03346.bin.3.102	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAMXLL01	s_novel_3297_1	Species
MFD10064.bin.1.75	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3298_1	Species
MFD04434.bin.1.44	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3299_1	Species
MFD05580.bin.1.59	Dependentiae	Babeliae	Babeliales	JANWKD01	g_novel_bac_1764	s_novel_33_0	Genus
MFD04580.bin.2.112	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Dictyobacter	s_novel_330_0	Species
MFD05705.bin.1.131	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3300_1	Species
MFD05502.bin.1.141	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3301_1	Species
MFD05705.bin.2.88	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3301_2	Species
MFD02248.bin.1.176	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3302_1	Species
MFD00731.bin.2.203	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3302_2	Species
MFD06092.bin.1.266	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3302_3	Species
MFD09222.bin.3.24	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3302_4	Species
MFD09286.bin.2.82	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3303_0	Species
MFD05512.bin.2.52	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAKAVN01	s_novel_3304_0	Species
MFD02248.bin.2.101	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAJPJA01	s_novel_3305_0	Species
MFD06714.bin.2.159	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_805	s_novel_3306_0	Genus
MFD05705.bin.1.215	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_805	s_novel_3307_1	Genus
MFD03044.bin.4.34	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_805	s_novel_3308_1	Genus
MFD04463.bin.2.159	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_805	s_novel_3308_2	Genus
MFD05502.bin.1.2	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAFAHS01	s_novel_3309_0	Species
MFD06435.bin.2.24	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Tengunoibacter	s_novel_331_0	Species
MFD09222.bin.2.145	Desulfobacterota_B	Binatia	Binatales	Binataceae	JAJPIG01	s_novel_3310_0	Species
MFD01716.bin.1.24	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3311_1	Genus
MFD05512.bin.1.184	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3312_1	Genus
MFD02248.bin.2.83	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3312_2	Genus
MFD05502.bin.2.98	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3313_0	Genus
MFD02248.bin.1.46	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3314_0	Genus
MFD05512.bin.2.16	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3315_0	Genus
MFD04944.bin.1.36	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3316_0	Genus
MFD09222.bin.3.460	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3317_0	Genus
MFD02248.bin.2.125	Desulfobacterota_B	Binatia	Binatales	Binataceae	g_novel_bac_806	s_novel_3318_0	Genus
MFD04463.bin.2.196	Desulfobacterota_B	Binatia	Binatales	Binataceae	Binatus	s_novel_3319_1	Species
MFD03399.bin.2.69	Desulfobacterota_B	Binatia	Binatales	Binataceae	Binatus	s_novel_3319_2	Species
MFD06714.bin.2.100	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	g_novel_bac_45	s_novel_332_0	Genus
