bin	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	cov	bakta_CDS_all	bakta_CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	barrnap_16S	barrnap_23S	barrnap_5S	uniq_trna_arc	Q_score	MAG_status	gtdb_classification	gtdb_msa	gtdb_ani	gtdb_af	gtdb_red	primary_cluster	secondary_cluster
LIB-MJ130-E6_01.6	92.99	8.48	0	93.65	6.2	0.862	5855	229.08434864105	1695763	0.46	2134	393	26131	8.994612	1762	1569	33	18	0	0	1	0	0	1	20	50.59	MQ	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRUK01;s__	81.71	76.27	0.084	0.85953	177	177_0
LIB-MJ386-D4_04.23	79.29	1.07	14.29	78.7	1.16	0.923	5855	281.335151721787	2677243	0.67	2933	606	22159	9.225368	2637	778	38	20	0	0	0	0	0	0	0	73.94	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinimicrobium_A;s__	65.84	N/A	N/A	0.9185	1835	1835_0
LIB-MJ386-C1_04.9	81.19	2.98	40	92.57	2.12	0.864	5850	302.799175257732	5088825	0.57	4850	1084	24239	13.165651	4539	2373	39	21	0	0	0	0	0	0	0	66.29	MQ	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA7805;g__CS4-C045;s__	74.14	76.56	0.102	0.88665	2340	2340_1
LIB-MJ193-E3_01.16	87.52	1.56	42.86	88.57	1.32	0.915	5848	281.080219072165	2856169	0.65	3104	583	27656	7.2394967	2856	754	36	20	0	0	1	0	0	1	0	79.72	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia;s__	84.97	81.83	0.62	0.97801	1964	1964_0
LIB-MJ413-C1_01.60	91.36	3.66	44.44	92.49	2.86	0.872	5848	258.180472440945	2814797	0.33	3175	611	22823	8.301455	2787	799	15	9	0	1	1	0	1	1	0	73.06	MQ	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	77.66	N/A	N/A	0.9197	4568	4568_0
LIB-MJ169-C9_01.9	88.3	9.34	40	86.04	7.16	0.909	5847	244.140304907099	3372422	0.68	4198	760	35499	18.001295	3736	1613	72	21	0	0	0	0	0	0	0	41.6	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	72.51	N/A	N/A	0.88028	1370	1370_1
LIB-MJ175-A8_02_v_LIB-MJ368-A8_01.1	86.56	8.65	30.77	87.04	6.92	0.888	5843	279.234699769053	3261282	0.6	3464	743	45806	10.024409	3177	1380	46	21	0	0	0	1	0	0	0	43.31	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	73.78	N/A	N/A	0.91007	4133	4133_0
LIB-MJ334-D10_01.4	80.87	2.52	33.33	84.31	2.07	0.85	5843	256.990959965562	2104184	0.63	2323	465	28731	11.130044	2143	608	42	20	1	1	0	1	1	0	0	68.27	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__JACREH01;s__	82.2	88.93	0.654	0.97038	3311	3311_0
LIB-MJ385-B10_04.20	88.91	5.07	78.57	88.7	3.13	0.885	5842	268.557650862069	3368805	0.54	3712	711	28739	11.626879	3262	970	38	20	1	0	1	1	0	1	0	63.56	MQ	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	69.75	83.93	0.576	0.98813	2263	2263_2
LIB-MJ334-E5_01.27	73.28	1.72	100	73.89	5.27	0.856	5836	263.378279118573	1758095	0.27	1906	368	38104	9.524046	1673	210	25	14	0	0	4	0	0	4	0	64.68	MQ	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis	61.93	98.67	0.969	N/A	4293	4293_0
LIB-MJ198-E1_03.20	93.84	6.7	33.33	90.25	4.06	0.911	5832	264.334828101644	3485979	0.65	4014	768	38325	13.002167	3641	1591	43	19	0	0	1	0	0	1	0	60.34	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__ZC4RG17;s__	84.09	77.81	0.287	0.87883	2066	2066_1
LIB-MJ305-G6_04.9	89.3	0.6	40	94.95	2.4	0.913	5830	269.974266740454	3197686	0.6	3614	689	26839	7.297245	3266	840	36	19	0	0	0	0	0	0	0	86.3	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__TMP-24;s__	82.88	78.68	0.443	0.96035	2587	2587_0
LIB-MJ259-A6_04.15	90.45	4.88	23.81	91.72	4.01	0.851	5827	268.710529995805	6761753	0.6	7151	1434	47374	8.29922	6546	1606	38	18	0	0	1	0	0	0	0	66.05	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__	82.4	N/A	N/A	0.98175	3465	3465_0
LIB-MJ413-H5_01.90	87.24	2.12	9.09	91.9	4.29	0.933	5823	278.032891246684	5043744	0.68	5655	1082	106478	30.864668	4899	1160	38	19	0	1	2	0	1	2	0	76.64	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__	87.63	82.52	0.477	0.96748	3391	3391_0
LIB-MJ193-A12_01_v_LIB-MJ402-H8_04.3	73.96	0.43	100	66.32	0.55	0.889	5822	248.450376884422	3993164	0.68	4776	875	25361	15.758962	4176	1593	42	20	0	0	1	0	0	1	0	71.81	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	55.69	N/A	N/A	0.88744	1414	1414_1
LIB-MJ334-A12_01.25	95.03	4.36	42.11	97.1	4.91	0.845	5822	257.333688472193	4277027	0.45	4693	907	42053	8.749639	3986	1036	43	21	0	0	1	0	0	1	0	73.23	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__JAGXGJ01;s__	87.41	85.95	0.549	0.95392	3121	3121_0
LIB-MJ054-G6_03.12	91.7	2.65	50	77.72	4.46	0.918	5820	274.856963613551	4285392	0.68	4782	918	33889	10.693932	4363	1700	43	19	0	0	2	0	0	2	0	78.45	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	73.58	N/A	N/A	0.92062	1431	1431_0
LIB-MJ198-A4_03.1	87.98	4.92	0	84.88	3.98	0.865	5820	315.752577319588	6046134	0.57	5529	1253	37211	7.812153	5130	1948	43	18	0	0	0	0	0	0	0	63.38	MQ	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	77.68	77.77	0.226	0.95356	911	911_0
LIB-MJ334-A10_01.61	59.32	3.28	14.29	86.35	4.07	0.93	5808	238.990881458967	758073	0.49	987	152	21113	9.177311	870	312	34	18	0	2	1	0	2	1	0	42.92	MQ	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__CAJAUT01;s__	53.35	77.86	0.207	0.92783	191	191_0
LIB-MJ347-D5_04_v_LIB-MJ368-D5_03.6	84.69	7.96	66.67	82.55	1.99	0.878	5806	280.011097659403	4731704	0.57	4956	975	31570	10.757385	4530	2039	43	19	0	0	0	0	0	0	0	44.89	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	75.19	N/A	N/A	0.8987	4115	4115_3
LIB-MJ390-H2_03.11	82.15	2.06	81.82	79.81	1.27	0.822	5804	285.579395487441	2448031	0.42	2349	530	32336	16.07658	1955	235	33	16	0	0	0	0	0	0	0	71.85	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp001593285	62.36	98.91	0.981	N/A	4311	4311_1
LIB-MJ402-G7_04.12	77.22	0.05	0	75.86	3.3	0.904	5803	300.343392299688	3826848	0.61	3844	820	23687	8.021559	3556	1484	27	17	0	0	0	0	0	0	0	76.97	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__KBS-83;s__	61.91	79.85	0.592	0.9657	3753	3753_1
LIB-MJ201-D9_03.5	89.72	5.83	30	84.65	6.63	0.932	5799	276.289994788953	3400501	0.63	3838	726	31935	7.4031467	3408	2062	41	20	0	0	1	0	0	1	0	60.57	MQ	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Cybelea;s__	74.92	N/A	N/A	0.94137	2180	2180_2
LIB-MJ353-B7_03.6	92.84	4.62	72.22	83.98	3.91	0.919	5799	268.000286697248	3044061	0.65	3488	666	24830	14.188678	3160	983	41	19	0	0	0	0	0	0	0	69.74	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinimicrobium_A;s__	84.61	N/A	N/A	0.91859	1836	1836_1
LIB-MJ305-G4_04.30	81.25	2.26	7.14	90.29	2.46	0.913	5798	260.173189522342	2770728	0.67	3245	604	29059	22.932987	2840	858	31	15	0	0	0	0	0	0	0	69.95	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__JADJTR01;s__	74.44	81.72	0.729	0.94665	2717	2717_0
LIB-MJ413-H11_01.3	89.93	2.8	0	88.88	2.92	0.877	5795	275.086713286713	2014946	0.41	2145	417	23111	6.747174	1805	380	40	21	0	1	1	0	1	1	0	75.93	MQ	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales_A;f__DSM-8532;g__DTU059;s__DTU059 sp012521705	85.14	99.57	0.948	N/A	212	212_1
LIB-MJ390-B7_03.29	87.29	4.17	50	91.81	2.19	0.914	5793	309.78901453958	3143543	0.33	3095	680	86542	8.1098585	2549	1418	30	19	0	0	1	0	0	1	0	66.44	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp016710585	79.21	98.08	0.949	N/A	4992	4992_1
LIB-MJ388-A12_02.29	89.68	2.3	27.27	89.48	3.99	0.896	5792	300.480777827447	4492252	0.53	4474	948	27898	7.8763866	3867	1721	24	17	0	0	0	0	0	0	0	78.18	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Tunicatimonas;s__	80.32	75.36	0.047	0.90629	4602	4602_0
LIB-MJ044-H2_03.4	88.77	3.35	53.33	92.46	1.91	0.904	5790	261.890041493776	3763647	0.61	4338	815	27603	12.116605	3888	1092	30	16	0	0	0	0	0	0	0	72.02	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	79.72	N/A	N/A	0.94275	3067	3067_0
LIB-MJ306-A2_01.13	86.64	3.17	53.33	81.96	5.98	0.858	5789	257.586879432624	6081232	0.63	6768	1325	50196	14.651127	6126	2242	43	20	0	0	0	0	0	0	0	70.79	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__	70.98	80.71	0.454	0.98188	2830	2830_1
LIB-MJ387-G2_01.2	89.83	3.82	30	88.46	2.66	0.837	5789	289.397183098592	5516672	0.4	5325	1194	33582	7.3049326	4520	1538	31	20	0	0	2	0	0	2	0	70.73	MQ	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__JAAURB01;s__	76.68	75.52	0.036	0.90259	457	457_1
LIB-MJ334-A7_01.16	90.82	2.7	33.33	83.15	2.4	0.887	5785	304.148131672598	2309497	0.46	2248	493	28656	9.559728	2037	444	52	20	0	0	2	0	0	2	0	77.32	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	86.2	98.39	0.88	N/A	775	775_1
LIB-MJ140-E11_02.11	86.09	7	22.58	86.79	6.7	0.833	5782	242.580373185902	6299645	0.64	7235	1377	45894	13.144802	6412	2763	42	19	0	0	0	0	0	0	0	51.09	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	80.22	N/A	N/A	0.90625	2781	2781_1
LIB-MJ383-E6_01.2	86.27	7.25	41.38	85.14	6.74	0.863	5780	250.598935563581	4574716	0.66	5261	1016	24647	19.788748	4709	1808	44	17	0	0	0	0	0	0	0	50.02	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	68.12	N/A	N/A	0.89638	2784	2784_1
LIB-MJ193-C12_01_v_LIB-MJ402-B9_04.8	86.99	1.13	100	87.06	1.7	0.888	5779	261.175693974272	2601565	0.4	2954	566	44476	9.535552	2510	239	10	7	0	0	2	0	0	2	0	81.34	MQ	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__	82.18	92.83	0.964	0.99948	4403	4403_1
LIB-MJ195-B12_01.1	81.73	3.85	0	89.91	5.67	0.908	5778	295.648490178833	6644388	0.6	6822	1428	30816	11.073176	6375	3127	39	16	0	0	0	0	0	0	0	62.48	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__	81.47	77.67	0.169	0.93693	2421	2421_0
LIB-MJ131-E7_01.20	86.23	2.19	25	89.65	1.17	0.93	5774	308.426229508197	2847676	0.67	2867	615	31763	10.11395	2580	788	42	21	0	0	0	0	0	0	0	75.28	MQ	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__	85.94	86.14	0.806	0.9728	2228	2228_0
LIB-MJ140-A4_02.22	79.87	5.52	20	84.25	5.58	0.901	5770	260.837060081664	4459151	0.63	5143	981	27574	12.102224	4592	1075	35	17	0	0	0	0	0	0	0	52.27	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Oricola;s__Oricola sp014904745	67.27	95.19	0.841	N/A	2723	2723_2
LIB-MJ389-C5_03.36	88.1	4.36	48.28	93.97	3.06	0.867	5770	272.624784482759	4368714	0.55	4640	980	20701	7.5063057	3953	1396	31	19	0	0	1	0	0	1	0	66.3	MQ	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__;s__	77.04	75.27	0.035	0.83618	3625	3625_0
LIB-MJ334-D2_01.19	67.75	2.41	78.57	75.7	1.4	0.884	5767	258.811095169775	1833047	0.63	2091	390	33824	22.966866	1850	303	43	20	1	0	0	1	0	0	0	55.7	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax;s__Acidovorax defluvii	62.58	98.56	0.954	N/A	3442	3442_1
LIB-MJ227-D6_02.4	87.74	5.49	75	81.15	4.46	0.948	5764	263.986633663366	1681846	0.5	2020	366	31427	13.888189	1852	392	30	18	0	0	0	0	0	0	0	60.29	MQ	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	76.62	93.27	0.881	0.99608	208	208_0
LIB-MJ050-H2_02.5	89.59	4.53	47.62	88	4.45	0.935	5763	261.945825700079	3202844	0.66	3821	733	21406	20.7962	3439	811	45	19	0	0	1	0	0	1	0	66.94	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__	72.63	79.64	0.502	0.95141	1795	1795_1
LIB-MJ389-C11_03.1	86.6	2.25	0	88.23	3.32	0.889	5759	269.587756683456	2344088	0.32	2581	493	23720	7.25672	2221	436	31	18	0	0	2	0	0	2	0	75.35	MQ	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter;s__	80.26	N/A	N/A	0.98357	2437	2437_0
LIB-MJ353-C12_03.6	86.44	5.63	75	88.52	2.29	0.917	5755	265.57859821171	3004938	0.67	3467	661	25606	12.323181	3196	1326	36	15	0	0	0	0	0	0	0	58.29	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__ZC4RG17;s__	77.66	78.07	0.333	0.88009	2068	2068_0
LIB-MJ092-D6_01.4	86.41	0.87	25	85.23	2.11	0.877	5753	290.212943632568	5695758	0.57	5748	1216	41528	8.037331	5230	1927	25	12	0	0	0	0	0	0	0	82.06	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Robbsia;s__	78.73	77.21	0.136	0.95448	3659	3659_0
LIB-MJ197-G7_03.4	81.8	1.08	75	90.47	2.42	0.835	5752	243.32027972028	3111535	0.6	3575	673	22633	8.676387	3240	1282	44	19	0	0	0	0	0	0	0	76.4	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	81.55	N/A	N/A	0.98067	2628	2628_0
LIB-MJ353-C12_03.21	86.09	4.96	15.38	74.64	6	0.907	5751	262.099794238683	2522587	0.68	2916	591	37254	66.33402	2608	876	47	21	1	1	2	1	1	2	0	61.29	MQ	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__JACDBZ01;s__	66.77	81.21	0.49	0.94039	950	950_0
LIB-MJ413-B1_01.41	85.59	1.66	66.67	82.62	1.81	0.882	5751	280.712110224801	2628709	0.68	2758	558	28289	23.763803	2402	383	41	19	0	0	1	0	0	1	0	77.29	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A spadix	86.4	97.94	0.922	N/A	3561	3561_1
LIB-MJ390-E7_03.4	81.8	2.37	60	79.51	1.96	0.92	5745	283.041352248717	3052746	0.69	3313	676	37035	24.585823	2953	684	34	17	0	0	0	0	0	0	0	69.95	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phosphoribacter;s__Phosphoribacter hodrii	65.6	98.88	0.963	N/A	1848	1848_1
LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.324	72.51	5.69	6.06	75.76	4.41	0.914	5741	277.361363636364	3199065	0.64	3520	673	23775	9.371346	3229	1004	32	18	0	0	0	0	0	0	0	44.06	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__JACRPB01;s__	72.27	81.53	0.461	0.94866	3357	3357_0
LIB-MJ354-C4_04_v_LIB-MJ403-A2_03.13	84.15	1.18	100	91.01	5.59	0.883	5741	320.688597238793	6374467	0.54	5867	1387	31706	8.7464905	5346	2652	68	21	0	0	0	1	1	0	0	78.25	MQ	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__	65.9	N/A	N/A	0.92399	5	5_1
LIB-MJ132-H6_03.27	85.78	2.71	16.67	82.2	1.68	0.887	5738	298.772135129168	4568375	0.63	4529	988	26964	7.9102097	4191	1722	42	20	0	0	1	0	0	1	0	72.23	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Palsa-343;s__	75.63	N/A	N/A	0.9403	3750	3750_1
LIB-MJ191-H10_04.2	82.65	1.78	33.33	85.64	0.38	0.878	5735	349.918526785714	6414024	0.54	5376	1364	26512	9.808408	5018	1939	40	18	0	0	0	0	0	0	0	73.75	MQ	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	80.44	N/A	N/A	0.87252	910	910_0
LIB-MJ231-E6_04.9	81.71	1.26	20	82.12	2.53	0.921	5722	269.32982201235	2408180	0.67	2753	539	19611	9.296652	2477	930	46	20	0	0	1	0	0	1	0	75.41	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__JAJKHV01;s__	74.22	83.12	0.545	0.94238	1344	1344_3
LIB-MJ282-A11_03.11	97.57	0.97	0	93.98	2.73	0.701	5722	176.341379310345	3483348	0.37	4640	796	52998	10.811983	3424	3159	30	15	0	0	1	0	0	1	19	92.72	MQ	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAFAQB01;s__	88.4	81.33	0.573	0.95	79	79_1
LIB-MJ173-G7_01.1	76.8	0	0	79.17	1.16	0.915	5714	262.903576437588	2451465	0.67	2852	522	21841	8.801827	2599	1041	51	19	1	0	0	1	0	0	0	76.8	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__JAJKHV01;s__	70.49	83.32	0.511	0.94061	1344	1344_4
LIB-MJ334-B12_01.16	91.36	2.19	23.08	84.96	3.16	0.873	5714	272.708725674827	2979941	0.47	3186	627	26579	8.38435	2742	555	21	12	0	0	0	0	0	0	0	80.41	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__	81.17	N/A	N/A	0.94635	3118	3118_1
LIB-MJ334-D7_01.32	74.57	2.64	28.57	75.44	6.97	0.888	5708	256.045002163566	1995139	0.38	2311	447	58051	29.794718	1974	341	22	10	0	0	2	0	0	2	0	61.37	MQ	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides	56.66	97.5	0.733	N/A	4676	4676_2
LIB-MJ190-G11_02.9	71.5	0	0	72.03	1.1	0.896	5707	281.216919739696	3032680	0.57	3227	662	32701	10.142248	2878	1346	36	19	0	0	0	0	0	0	0	71.5	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__	68.94	N/A	N/A	0.79883	1961	1961_0
LIB-MJ193-A4_01.5	84.85	1.15	85.71	90.72	2.6	0.848	5705	257.659846547315	3201543	0.58	3519	683	30900	8.212521	3206	978	35	17	0	0	0	0	0	0	0	79.1	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995	84.39	95.18	0.818	N/A	2632	2632_1
LIB-MJ353-C12_03.3	85.8	4.09	50	79.86	3.53	0.877	5698	283.796328169822	3377876	0.61	3486	724	23092	12.109193	3182	1051	29	18	0	0	0	0	0	0	0	65.35	MQ	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCYX01;s__	70.21	76.93	0.212	0.94717	1105	1105_0
LIB-MJ386-H6_04.19	81.13	3.94	57.14	80.83	4.54	0.888	5697	300.52511820331	3429499	0.44	3384	773	26665	10.925195	2977	1140	48	18	0	0	1	0	0	1	0	61.43	MQ	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__WVZL01;s__	82.52	88.3	0.75	0.95782	2247	2247_1
LIB-MJ194-B9_04.3	90.96	2.21	21.43	95.76	1.25	0.86	5693	277.98727103384	6233783	0.4	6442	1354	30496	7.604278	5570	1214	66	21	1	0	1	1	0	1	0	79.91	MQ	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__Phormidium_B;s__	80.77	N/A	N/A	0.96331	454	454_0
LIB-MJ199-E4_04.4	89.15	2.86	55	88.28	2.04	0.862	5693	262.649625935162	6587008	0.63	7218	1423	28603	10.592102	6661	1514	37	16	0	0	0	0	0	0	0	74.85	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	71.28	83.09	0.601	0.98587	2986	2986_1
LIB-MJ283-G11_04_v_LIB-MJ415-A7_04.2	86.11	9.21	41.67	87.47	6.01	0.947	5689	289.691816598955	3155079	0.58	3446	718	30544	8.852423	3206	968	25	15	0	0	0	0	0	0	0	40.06	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	72.41	89.91	0.854	0.98977	799	799_1
LIB-MJ334-B4_01.28	79.19	1.83	25	83.67	1.77	0.882	5683	269.752577319588	3553521	0.68	3880	793	30986	16.47867	3406	1454	43	22	0	0	1	0	0	1	0	70.04	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__GCA-002748415;g__;s__	80	77.48	0.145	0.74659	1437	1437_0
LIB-MJ305-D8_04.13	92.32	3.26	45	94.44	3.08	0.905	5680	297.051468362095	3247575	0.63	3303	704	22567	7.9861274	3022	848	35	17	0	0	0	0	0	0	0	76.02	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	87.45	N/A	N/A	0.96851	3549	3549_0
LIB-MJ106-G4_01.1	82.27	4.57	14.29	88.17	4.91	0.852	5677	256.53479280688	6919022	0.64	7674	1533	50467	11.664775	6866	2103	44	18	0	0	0	1	0	0	0	59.42	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__	76.29	N/A	N/A	0.94967	3057	3057_1
LIB-MJ283-B2_04.39	94.02	3.42	0	88.91	2.18	0.887	5677	267.883790523691	5435906	0.67	6015	1198	36576	17.862185	5377	2639	65	21	1	1	1	1	1	1	0	76.92	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__JAHELU01;s__	86.2	79.97	0.406	0.94404	1100	1100_0
LIB-MJ284-H4_03.12	82.57	3.61	4.55	84.95	2.15	0.903	5677	281.774201988488	3570160	0.61	3822	780	23646	7.306402	3524	1114	35	17	0	0	1	1	0	1	0	64.52	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__	76.88	83.96	0.75	0.96392	785	785_1
LIB-MJ305-A3_04.2	79.85	0.91	10	83.87	3.69	0.905	5676	262.676984302454	3931538	0.64	4523	847	111568	15.906647	4040	784	37	20	0	0	0	0	0	0	0	75.3	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum denitrificans	80.44	97.56	0.703	N/A	2592	2592_1
